datetime,temperature,scaled
2024-01-01 00:00:00,20.58,0.5208983156581407
2024-01-01 01:00:00,19.95,0.48159700561447283
2024-01-01 02:00:00,20.74,0.5308796007485962
2024-01-01 03:00:00,21.62,0.5857766687461011
2024-01-01 04:00:00,19.87,0.4766063630692451
2024-01-01 05:00:00,19.87,0.4766063630692451
2024-01-01 06:00:00,21.69,0.5901434809731753
2024-01-01 07:00:00,20.88,0.5396132252027447
2024-01-01 08:00:00,19.65,0.46288209606986885
2024-01-01 09:00:00,20.66,0.5258889582033687
2024-01-01 10:00:00,19.66,0.46350592638802246
2024-01-01 11:00:00,19.66,0.46350592638802246
2024-01-01 12:00:00,20.37,0.5077978789769183
2024-01-01 13:00:00,18.22,0.3736743605739238
2024-01-01 14:00:00,18.41,0.38552713661883964
2024-01-01 15:00:00,19.58,0.4585152838427945
2024-01-01 16:00:00,19.13,0.43044291952588887
2024-01-01 17:00:00,20.46,0.5134123518402994
2024-01-01 18:00:00,19.24,0.437305053025577
2024-01-01 19:00:00,18.74,0.40611353711790377
2024-01-01 20:00:00,21.62,0.5857766687461011
2024-01-01 21:00:00,19.94,0.48097317529631944
2024-01-01 22:00:00,20.23,0.4990642545227698
2024-01-01 23:00:00,18.74,0.40611353711790377
2024-01-02 00:00:00,19.63,0.46163443543356186
2024-01-02 01:00:00,20.29,0.5028072364316906
2024-01-02 02:00:00,19.03,0.42420461634435436
2024-01-02 03:00:00,20.56,0.5196506550218339
2024-01-02 04:00:00,19.59,0.4591391141609481
2024-01-02 05:00:00,19.9,0.47847785402370546
2024-01-02 06:00:00,19.59,0.4591391141609481
2024-01-02 07:00:00,22.05,0.6126013724267
2024-01-02 08:00:00,20.19,0.49656893325015605
2024-01-02 09:00:00,19.15,0.43169058016219564
2024-01-02 10:00:00,21.03,0.5489706799750468
2024-01-02 11:00:00,18.99,0.4217092950717404
2024-01-02 12:00:00,20.42,0.5109170305676857
2024-01-02 13:00:00,18.26,0.37616968184653776
2024-01-02 14:00:00,18.89,0.41547099189020587
2024-01-02 15:00:00,20.42,0.5109170305676857
2024-01-02 16:00:00,20.97,0.5452276980661258
2024-01-02 17:00:00,20.4,0.5096693699313785
2024-01-02 18:00:00,20.12,0.4922021210230817
2024-01-02 19:00:00,19.94,0.48097317529631944
2024-01-02 20:00:00,18.77,0.40798502807236414
2024-01-02 21:00:00,19.53,0.45539613225202735
2024-01-02 22:00:00,19.79,0.47161572052401735
2024-01-02 23:00:00,21.31,0.5664379288833435
2024-01-03 00:00:00,20.6,0.5221459762944479
2024-01-03 01:00:00,18.5,0.39114160948222076
2024-01-03 02:00:00,20.59,0.5215221459762943
2024-01-03 03:00:00,19.88,0.47723019338739847
2024-01-03 04:00:00,19.6,0.4597629444791017
2024-01-03 05:00:00,20.89,0.5402370555208983
2024-01-03 06:00:00,21.31,0.5664379288833435
2024-01-03 07:00:00,21.21,0.560199625701809
2024-01-03 08:00:00,19.45,0.4504054897067996
2024-01-03 09:00:00,19.98,0.4834684965689332
2024-01-03 10:00:00,20.63,0.5240174672489081
2024-01-03 11:00:00,21.27,0.5639426076107298
2024-01-03 12:00:00,19.82,0.4734872114784777
2024-01-03 13:00:00,20.12,0.4922021210230817
2024-01-03 14:00:00,19.2,0.434809731752963
2024-01-03 15:00:00,19.12,0.4298190892077355
2024-01-03 16:00:00,21.13,0.5552089831565813
2024-01-03 17:00:00,21.68,0.5895196506550217
2024-01-03 18:00:00,20.25,0.5003119151590766
2024-01-03 19:00:00,21.33,0.5676855895196505
2024-01-03 20:00:00,20.69,0.527760449157829
2024-01-03 21:00:00,19.69,0.46537741734248284
2024-01-03 22:00:00,20.7,0.5283842794759824
2024-01-03 23:00:00,21.88,0.6019962570180909
2024-01-04 00:00:00,20.31,0.5040548970679973
2024-01-04 01:00:00,21.91,0.6038677479725515
2024-01-04 02:00:00,17.73,0.34310667498440417
2024-01-04 03:00:00,21.18,0.5583281347473487
2024-01-04 04:00:00,20.45,0.5127885215221458
2024-01-04 05:00:00,20.06,0.4884591391141607
2024-01-04 06:00:00,20.46,0.5134123518402994
2024-01-04 07:00:00,18.38,0.38365564566437926
2024-01-04 08:00:00,20.15,0.49407361197754185
2024-01-04 09:00:00,20.73,0.5302557704304428
2024-01-04 10:00:00,21.86,0.6007485963817841
2024-01-04 11:00:00,19.87,0.4766063630692451
2024-01-04 12:00:00,19.58,0.4585152838427945
2024-01-04 13:00:00,19.89,0.4778540237055521
2024-01-04 14:00:00,21.31,0.5664379288833435
2024-01-04 15:00:00,20.73,0.5302557704304428
2024-01-04 16:00:00,19.87,0.4766063630692451
2024-01-04 17:00:00,20.92,0.5421085464753587
2024-01-04 18:00:00,20.51,0.5165315034310668
2024-01-04 19:00:00,21.38,0.5708047411104179
2024-01-04 20:00:00,19.71,0.4666250779787898
2024-01-04 21:00:00,20.09,0.4903306300686213
2024-01-04 22:00:00,20.03,0.48658764815970057
2024-01-04 23:00:00,18.96,0.41983780411728
2024-01-05 00:00:00,20.73,0.5302557704304428
2024-01-05 01:00:00,20.69,0.527760449157829
2024-01-05 02:00:00,20.44,0.5121646912039924
2024-01-05 03:00:00,20.21,0.4978165938864628
2024-01-05 04:00:00,19.03,0.42420461634435436
2024-01-05 05:00:00,20.03,0.48658764815970057
2024-01-05 06:00:00,20.11,0.4915782907049281
2024-01-05 07:00:00,19.65,0.46288209606986885
2024-01-05 08:00:00,20.3,0.503431066749844
2024-01-05 09:00:00,20.87,0.5389893948845913
2024-01-05 10:00:00,22.35,0.6313162819713037
2024-01-05 11:00:00,20.64,0.5246412975670617
2024-01-05 12:00:00,20.73,0.5302557704304428
2024-01-05 13:00:00,20.4,0.5096693699313785
2024-01-05 14:00:00,18.56,0.3948845913911415
2024-01-05 15:00:00,20.46,0.5134123518402994
2024-01-05 16:00:00,20.55,0.5190268247036806
2024-01-05 17:00:00,22.95,0.6687461010605115
2024-01-05 18:00:00,20.3,0.503431066749844
2024-01-05 19:00:00,20.8,0.5346225826575172
2024-01-05 20:00:00,20.47,0.5140361821584528
2024-01-05 21:00:00,19.34,0.4435433562071115
2024-01-05 22:00:00,21.65,0.5876481597005613
2024-01-05 23:00:00,21.26,0.5633187772925764
2024-01-06 00:00:00,21.31,0.5664379288833435
2024-01-06 01:00:00,19.61,0.4603867747972551
